"","Data","Fechamento"
"997","19/09/2017",91.143
"998","18/09/2017",91.084
"999","15/09/2017",90.977
"1000","14/09/2017",89.386
"1001","13/09/2017",89.994
"1002","12/09/2017",89.606
"1003","11/09/2017",89.344
"1004","08/09/2017",87.956
"1005","06/09/2017",88.641
"1006","05/09/2017",86.711
"1007","04/09/2017",86.735
"1008","01/09/2017",86.592
"1009","31/08/2017",85.008
"1010","30/08/2017",85.097
"1011","29/08/2017",86.026
"1012","28/08/2017",85.585
"1013","25/08/2017",85.603
"1014","24/08/2017",85.865
"1015","23/08/2017",84.74
"1016","22/08/2017",85.151
"1017","21/08/2017",82.899
"1018","18/08/2017",82.958
"1019","17/08/2017",82.089
"1020","16/08/2017",82.827
"1021","15/08/2017",82.792
"1022","14/08/2017",82.502
"1023","11/08/2017",80.602
"1024","10/08/2017",80.807
"1025","09/08/2017",81.905
"1026","08/08/2017",81.959
"1027","07/08/2017",82.285
"1028","04/08/2017",80.699
"1029","03/08/2017",80.59
"1030","02/08/2017",81.296
"1031","01/08/2017",80.645
"1032","31/07/2017",79.571
"1033","28/07/2017",79.426
"1034","27/07/2017",79.046
"1035","26/07/2017",78.606
"1036","25/07/2017",79.541
"1037","24/07/2017",79.046
"1038","21/07/2017",78.467
"1039","20/07/2017",78.835
"1040","19/07/2017",79.197
"1041","18/07/2017",79.463
"1042","17/07/2017",79.125
"1043","14/07/2017",79.662
"1044","13/07/2017",79.324
"1045","12/07/2017",78.884
"1046","11/07/2017",77.647
"1047","10/07/2017",76.857
"1048","07/07/2017",75.971
"1049","06/07/2017",75.928
"1050","05/07/2017",76.893
"1051","04/07/2017",77.195
"1052","03/07/2017",77.074
"1053","30/06/2017",76.592
"1054","29/06/2017",76.109
"1055","28/06/2017",75.717
"1056","27/06/2017",75.241
"1057","26/06/2017",76.459
"1058","23/06/2017",74.764
"1059","22/06/2017",74.957
"1060","21/06/2017",74.391
"1061","20/06/2017",73.999
"1062","19/06/2017",76.061
"1063","16/06/2017",75.621
"1064","14/06/2017",75.748
"1065","13/06/2017",75.693
"1066","12/06/2017",75.54
"1067","09/06/2017",76.177
"1068","08/06/2017",76.856
"1069","07/06/2017",77.481
"1070","06/06/2017",77.297
"1071","05/06/2017",76.691
"1072","02/06/2017",76.55
"1073","01/06/2017",76.55
"1074","31/05/2017",77.071
"1075","30/05/2017",78.589
"1076","29/05/2017",78.583
"1077","26/05/2017",78.907
"1078","25/05/2017",77.989
"1079","24/05/2017",78.087
"1080","23/05/2017",77.315
"1081","22/05/2017",76.128
"1082","19/05/2017",77.23
"1083","18/05/2017",75.295
"1084","17/05/2017",83.241
"1085","16/05/2017",84.918
"1086","15/05/2017",84.643
"1087","12/05/2017",84.006
"1088","11/05/2017",83.357
"1089","10/05/2017",83.364
"1090","09/05/2017",81.919
"1091","08/05/2017",81.233
"1092","05/05/2017",81.35
"1093","04/05/2017",80.033
"1094","03/05/2017",81.68
"1095","02/05/2017",82.88
"1096","28/04/2017",81.044
"1097","27/04/2017",80.186
"1098","26/04/2017",80.315
"1099","25/04/2017",80.731
"1100","24/04/2017",80.082
"1101","20/04/2017",79.121
"1102","19/04/2017",78.632
"1103","18/04/2017",79.605
"1104","17/04/2017",80.193
"1105","13/04/2017",78.087
"1106","12/04/2017",79.495
"1107","11/04/2017",80.419
"1108","10/04/2017",80.338
"1109","07/04/2017",80.456
"1110","06/04/2017",79.978
"1111","05/04/2017",80.407
"1112","04/04/2017",81.992
"1113","03/04/2017",81.526
"1114","31/03/2017",80.985
"1115","30/03/2017",81.576
"1116","29/03/2017",82.048
"1117","28/03/2017",80.481
"1118","27/03/2017",80.463
"1119","24/03/2017",80.065
"1120","23/03/2017",79.462
"1121","22/03/2017",79.281
"1122","21/03/2017",78.566
"1123","20/03/2017",81.097
"1124","17/03/2017",80.5
"1125","16/03/2017",82.334
"1126","15/03/2017",83.136
"1127","14/03/2017",81.296
"1128","13/03/2017",82.117
"1129","10/03/2017",81.209
"1130","09/03/2017",80.997
"1131","08/03/2017",81.209
"1132","07/03/2017",82.508
"1133","06/03/2017",83.435
"1134","03/03/2017",83.92
"1135","02/03/2017",82.813
"1136","01/03/2017",84.337
"1137","24/02/2017",83.976
"1138","23/02/2017",84.927
"1139","22/02/2017",86.556
"1140","21/02/2017",87.228
"1141","20/02/2017",86.525
"1142","17/02/2017",85.338
"1143","16/02/2017",85.611
"1144","15/02/2017",85.872
"1145","14/02/2017",84.442
"1146","13/02/2017",84.48
"1147","10/02/2017",83.571
"1148","09/02/2017",81.993
"1149","08/02/2017",82.227
"1150","07/02/2017",81.034
"1151","06/02/2017",81.091
"1152","03/02/2017",82.403
"1153","02/02/2017",81.867
"1154","01/02/2017",82.246
"1155","31/01/2017",81.987
"1156","30/01/2017",81.545
"1157","27/01/2017",83.937
"1158","26/01/2017",84.076
"1159","24/01/2017",83.697
"1160","23/01/2017",83.862
"1161","20/01/2017",82.094
"1162","19/01/2017",81.678
"1163","18/01/2017",81.425
"1164","17/01/2017",81.867
"1165","16/01/2017",81.349
"1166","13/01/2017",81.286
"1167","12/01/2017",81.652
"1168","11/01/2017",79.702
"1169","10/01/2017",79.632
"1170","09/01/2017",78.9
"1171","06/01/2017",78.9
"1172","05/01/2017",79.134
"1173","04/01/2017",78.951
"1174","03/01/2017",79.191
"1175","02/01/2017",76.11
"1176","29/12/2016",76.944
"1177","28/12/2016",76.622
"1178","27/12/2016",75.277
"1179","26/12/2016",75.403
"1180","23/12/2016",74.659
"1181","22/12/2016",73.472
"1182","21/12/2016",73.882
"1183","20/12/2016",74.034
"1184","19/12/2016",73.346
"1185","16/12/2016",75.063
"1186","15/12/2016",75.309
"1187","14/12/2016",74.457
"1188","13/12/2016",76.401
"1189","12/12/2016",76.208
"1190","09/12/2016",77.905
"1191","08/12/2016",78.034
"1192","07/12/2016",79.255
"1193","06/12/2016",78.689
"1194","05/12/2016",76.992
"1195","02/12/2016",77.789
"1196","01/12/2016",76.703
"1197","30/11/2016",80.039
"1198","29/11/2016",78.837
"1199","28/11/2016",81.505
"1200","25/11/2016",79.699
"1201","24/11/2016",79.345
"1202","23/11/2016",80.335
"1203","22/11/2016",80.554
"1204","21/11/2016",79.281
"1205","18/11/2016",77.712
"1206","17/11/2016",77.506
"1207","16/11/2016",79.229
"1208","14/11/2016",77.686
"1209","11/11/2016",77.018
"1210","10/11/2016",79.268
"1211","09/11/2016",82.225
"1212","08/11/2016",83.575
"1213","07/11/2016",83.742
"1214","04/11/2016",80.258
"1215","03/11/2016",80.464
"1216","01/11/2016",82.418
"1217","31/10/2016",84.829
"1218","28/10/2016",83.961
"1219","27/10/2016",83.768
"1220","26/10/2016",83.55
"1221","25/10/2016",83.357
"1222","24/10/2016",83.794
"1223","21/10/2016",83.742
"1224","20/10/2016",83.562
"1225","19/10/2016",83.119
"1226","18/10/2016",83.511
"1227","17/10/2016",82.354
"1228","14/10/2016",81.229
"1229","13/10/2016",80.232
"1230","11/10/2016",79.988
"1231","10/10/2016",81.162
"1232","07/10/2016",80.349
"1233","06/10/2016",79.542
"1234","05/10/2016",78.998
"1235","04/10/2016",78.093
"1236","03/10/2016",78.152
"1237","30/09/2016",76.821
"1238","29/09/2016",76.624
"1239","28/09/2016",78.395
"1240","27/09/2016",77.11
"1241","26/09/2016",76.552
"1242","23/09/2016",77.444
"1243","22/09/2016",77.962
"1244","21/09/2016",77.306
"1245","20/09/2016",76.106
"1246","19/09/2016",75.89
"1247","16/09/2016",75.641
"1248","15/09/2016",76.454
"1249","14/09/2016",75.569
"1250","13/09/2016",75.274
"1251","12/09/2016",77.503
"1252","09/09/2016",76.323
"1253","08/09/2016",79.732
"1254","06/09/2016",79.772
"1255","05/09/2016",79.208
"1256","02/09/2016",79.214
"1257","01/09/2016",77.503
"1258","31/08/2016",76.467
"1259","30/08/2016",77.968
"1260","29/08/2016",78.106
"1261","26/08/2016",77.024
"1262","25/08/2016",76.926
"1263","24/08/2016",77.201
"1264","23/08/2016",77.11
"1265","22/08/2016",77.103
"1266","19/08/2016",79.063
"1267","18/08/2016",78.945
"1268","17/08/2016",79.483
"1269","16/08/2016",78.355
"1270","15/08/2016",78.977
"1271","12/08/2016",77.814
"1272","11/08/2016",78.309
"1273","10/08/2016",76.076
"1274","09/08/2016",77.426
"1275","08/08/2016",77.373
"1276","05/08/2016",77.279
"1277","04/08/2016",77.299
"1278","03/08/2016",76.731
"1279","02/08/2016",75.501
"1280","01/08/2016",76.263
"1281","29/07/2016",77.279
"1282","28/07/2016",76.45
"1283","27/07/2016",76.477
"1284","26/07/2016",76.611
"1285","25/07/2016",76.711
"1286","22/07/2016",76.818
"1287","21/07/2016",76.611
"1288","20/07/2016",76.316
"1289","19/07/2016",76.824
"1290","18/07/2016",76.664
"1291","15/07/2016",74.605
"1292","14/07/2016",74.672
"1293","13/07/2016",73.93
"1294","12/07/2016",73.261
"1295","11/07/2016",72.867
"1296","08/07/2016",71.985
"1297","07/07/2016",70.527
"1298","06/07/2016",70.634
"1299","05/07/2016",70.273
"1300","04/07/2016",71.436
"1301","01/07/2016",70.928
"1302","30/06/2016",69.778
"1303","29/06/2016",69.591
"1304","28/06/2016",68.201
"1305","27/06/2016",66.784
"1306","24/06/2016",67.713
"1307","23/06/2016",70.754
"1308","22/06/2016",68.054
"1309","21/06/2016",69.31
"1310","20/06/2016",68.682
"1311","17/06/2016",67.586
"1312","16/06/2016",67.519
"1313","15/06/2016",66.469
"1314","14/06/2016",66.182
"1315","13/06/2016",67.772
"1316","10/06/2016",67.226
"1317","09/06/2016",69.805
"1318","08/06/2016",70.555
"1319","07/06/2016",69.266
"1320","06/06/2016",68.802
"1321","03/06/2016",69.204
"1322","02/06/2016",68.433
"1323","01/06/2016",66.973
"1324","31/05/2016",66.291
"1325","30/05/2016",67.055
"1326","27/05/2016",67.451
"1327","25/05/2016",67.956
"1328","24/05/2016",67.758
"1329","23/05/2016",67.396
"1330","20/05/2016",68.393
"1331","19/05/2016",68.979
"1332","18/05/2016",69.389
"1333","17/05/2016",70.112
"1334","16/05/2016",71.367
"1335","13/05/2016",70.753
"1336","12/05/2016",73.319
"1337","11/05/2016",72.568
"1338","10/05/2016",73.96
"1339","09/05/2016",70.46
"1340","06/05/2016",71.442
"1341","05/05/2016",71.722
"1342","04/05/2016",72.827
"1343","03/05/2016",72.391
"1344","02/05/2016",74.062
"1345","29/04/2016",74.444
"1346","28/04/2016",75.597
"1347","27/04/2016",75.911
"1348","26/04/2016",73.933
"1349","25/04/2016",71.872
"1350","22/04/2016",73.619
"1351","20/04/2016",74.356
"1352","19/04/2016",74.594
"1353","18/04/2016",73.237
"1354","15/04/2016",73.96
"1355","14/04/2016",73.257
"1356","13/04/2016",73.066
"1357","12/04/2016",72.732
"1358","11/04/2016",69.711
"1359","08/04/2016",70.296
"1360","07/04/2016",67.644
"1361","06/04/2016",67.233
"1362","05/04/2016",68.083
"1363","04/04/2016",67.658
"1364","01/04/2016",70.574
"1365","31/03/2016",70.031
"1366","30/03/2016",71.416
"1367","29/03/2016",71.556
"1368","28/03/2016",71.396
"1369","24/03/2016",69.663
"1370","23/03/2016",69.029
"1371","22/03/2016",71.841
"1372","21/03/2016",71.716
"1373","18/03/2016",70.992
"1374","17/03/2016",72.133
"1375","16/03/2016",67.651
"1376","15/03/2016",66.259
"1377","14/03/2016",67.971
"1378","11/03/2016",69.739
"1379","10/03/2016",69.864
"1380","09/03/2016",68.625
"1381","08/03/2016",69.321
"1382","07/03/2016",69.321
"1383","04/03/2016",69.315
"1384","03/03/2016",66.517
"1385","02/03/2016",63.127
"1386","01/03/2016",62.292
"1387","29/02/2016",60.134
"1388","26/02/2016",58.527
"1389","25/02/2016",59.09
"1390","24/02/2016",59.438
"1391","23/02/2016",59.946
"1392","22/02/2016",61.29
"1393","19/02/2016",58.575
"1394","18/02/2016",58.52
"1395","17/02/2016",58.631
"1396","16/02/2016",58.185
"1397","15/02/2016",57.206
"1398","12/02/2016",56.71
"1399","11/02/2016",55.787
"1400","10/02/2016",57.334
"1401","05/02/2016",57.689
"1402","04/02/2016",58.185
"1403","03/02/2016",56.305
"1404","02/02/2016",54.709
"1405","01/02/2016",57.76
"1406","29/01/2016",57.54
"1407","28/01/2016",55.049
"1408","27/01/2016",54.709
"1409","26/01/2016",53.36
"1410","22/01/2016",54.212
"1411","21/01/2016",53.836
"1412","20/01/2016",53.928
"1413","19/01/2016",54.425
"1414","18/01/2016",54.382
"1415","15/01/2016",55.269
"1416","14/01/2016",56.482
"1417","13/01/2016",55.574
"1418","12/01/2016",56.695
"1419","11/01/2016",57.057
"1420","08/01/2016",57.973
"1421","07/01/2016",58.334
"1422","06/01/2016",59.754
"1423","05/01/2016",60.917
"1424","04/01/2016",60.385
"1425","30/12/2015",62.372
"1426","29/12/2015",62.755
"1427","28/12/2015",62.869
"1428","23/12/2015",63.351
"1429","22/12/2015",62.656
"1430","21/12/2015",62.031
"1431","18/12/2015",63.011
"1432","17/12/2015",64.572
"1433","16/12/2015",65.643
"1434","15/12/2015",64.721
"1435","14/12/2015",64.613
"1436","11/12/2015",65.298
"1437","10/12/2015",66.011
"1438","09/12/2015",66.812
"1439","08/12/2015",64.014
"1440","07/12/2015",65.471
"1441","04/12/2015",65.723
"1442","03/12/2015",66.768
"1443","02/12/2015",64.605
"1444","01/12/2015",64.865
"1445","30/11/2015",65.182
"1446","27/11/2015",66.235
"1447","26/11/2015",68.283
"1448","25/11/2015",67.908
"1449","24/11/2015",70.143
"1450","23/11/2015",69.494
"1451","19/11/2015",70.258
"1452","18/11/2015",69.155
"1453","17/11/2015",68.448
"1454","16/11/2015",68.355
"1455","13/11/2015",67.634
"1456","12/11/2015",67.778
"1457","11/11/2015",68.412
"1458","10/11/2015",67.605
"1459","09/11/2015",66.913
"1460","06/11/2015",68.463
"1461","05/11/2015",69.624
"1462","04/11/2015",69.681
"1463","03/11/2015",70.77
"1464","30/10/2015",66.898
"1465","29/10/2015",66.48
"1466","28/10/2015",68.081
"1467","27/10/2015",68.427
"1468","26/10/2015",69.133
"1469","23/10/2015",69.357
"1470","22/10/2015",70.114
"1471","21/10/2015",68.427
"1472","20/10/2015",68.686
"1473","19/10/2015",69.364
"1474","16/10/2015",68.614
"1475","15/10/2015",69.025
"1476","14/10/2015",68.42
"1477","13/10/2015",69.508
"1478","09/10/2015",72.745
"1479","08/10/2015",72.142
"1480","07/10/2015",71.885
"1481","06/10/2015",69.95
"1482","05/10/2015",70.126
"1483","02/10/2015",69.67
"1484","01/10/2015",67.279
"1485","30/09/2015",66.404
"1486","29/09/2015",65.183
"1487","28/09/2015",64.932
"1488","25/09/2015",65.83
"1489","24/09/2015",67.169
"1490","23/09/2015",66.727
"1491","22/09/2015",68.442
"1492","21/09/2015",69.229
"1493","18/09/2015",69.67
"1494","17/09/2015",72.054
"1495","16/09/2015",71.804
"1496","15/09/2015",70.178
"1497","14/09/2015",71.289
"1498","11/09/2015",69.111
"1499","10/09/2015",69.339
"1500","09/09/2015",69.597
"1501","08/09/2015",69.464
"1502","04/09/2015",69.133
"1503","03/09/2015",70.384
"1504","02/09/2015",69.28
"1505","01/09/2015",67.816
"1506","31/08/2015",68.993
"1507","28/08/2015",70.332
"1508","27/08/2015",71.465
"1509","26/08/2015",68.854
"1510","25/08/2015",65.771
"1511","24/08/2015",66.61
"1512","21/08/2015",67.787
"1513","20/08/2015",69.398
"1514","19/08/2015",69.619
"1515","18/08/2015",70.811
"1516","17/08/2015",70.958
"1517","14/08/2015",71.142
"1518","13/08/2015",71.532
"1519","12/08/2015",72.731
"1520","11/08/2015",74.747
"1521","10/08/2015",73.997
"1522","07/08/2015",72.595
"1523","06/08/2015",75.099
"1524","05/08/2015",75.361
"1525","04/08/2015",75.354
"1526","03/08/2015",75.511
"1527","31/07/2015",76.688
"1528","30/07/2015",74.971
"1529","29/07/2015",75.391
"1530","28/07/2015",74.807
"1531","27/07/2015",73.659
"1532","24/07/2015",74.192
"1533","23/07/2015",74.552
"1534","22/07/2015",76.816
"1535","21/07/2015",77.82
"1536","20/07/2015",77.97
"1537","17/07/2015",78.855
"1538","16/07/2015",80.189
"1539","15/07/2015",80.369
"1540","14/07/2015",80.594
"1541","13/07/2015",80.369
"1542","10/07/2015",79.545
"1543","08/07/2015",78.233
"1544","07/07/2015",79.365
"1545","06/07/2015",79.32
"1546","03/07/2015",79.665
"1547","02/07/2015",80.564
"1548","01/07/2015",80.309
"1549","30/06/2015",80.639
"1550","29/06/2015",80.669
"1551","26/06/2015",82.094
"1552","25/06/2015",81.082
"1553","24/06/2015",82.019
"1554","23/06/2015",81.659
"1555","22/06/2015",82.079
"1556","19/06/2015",81.689
"1557","18/06/2015",82.671
"1558","17/06/2015",80.812
"1559","16/06/2015",82.019
"1560","15/06/2015",81.37
"1561","12/06/2015",81.484
"1562","11/06/2015",82.34
"1563","10/06/2015",82.53
"1564","09/06/2015",80.98
"1565","08/06/2015",80.743
"1566","05/06/2015",81.026
"1567","03/06/2015",81.996
"1568","02/06/2015",83.203
"1569","01/06/2015",81.255
"1570","29/05/2015",80.827
"1571","28/05/2015",82.523
"1572","27/05/2015",83.034
"1573","26/05/2015",82.141
"1574","25/05/2015",83.821
"1575","22/05/2015",83.409
"1576","21/05/2015",85.089
"1577","20/05/2015",84.31
"1578","19/05/2015",85.455
"1579","18/05/2015",86.204
"1580","15/05/2015",88.189
"1581","14/05/2015",87.395
"1582","13/05/2015",87.235
"1583","12/05/2015",87.365
"1584","11/05/2015",87.975
"1585","08/05/2015",88.235
"1586","07/05/2015",88.09
"1587","06/05/2015",88.8
"1588","05/05/2015",89.938
"1589","04/05/2015",88.968
"1590","30/04/2015",86.929
"1591","29/04/2015",85.852
"1592","28/04/2015",86.509
"1593","27/04/2015",86.036
"1594","24/04/2015",87.67
"1595","23/04/2015",86.211
"1596","22/04/2015",84.531
"1597","20/04/2015",83.126
"1598","17/04/2015",83.89
"1599","16/04/2015",85.074
"1600","15/04/2015",85.379
"1601","14/04/2015",84.004
"1602","13/04/2015",84.191
"1603","10/04/2015",84.299
"1604","09/04/2015",83.593
"1605","08/04/2015",83.329
"1606","07/04/2015",83.624
"1607","06/04/2015",83.485
"1608","02/04/2015",82.631
"1609","01/04/2015",81.646
"1610","31/03/2015",79.365
"1611","30/03/2015",79.87
"1612","27/03/2015",78.093
"1613","26/03/2015",78.52
"1614","25/03/2015",80.731
"1615","24/03/2015",80.739
"1616","23/03/2015",81.057
"1617","20/03/2015",80.832
"1618","19/03/2015",79.606
"1619","18/03/2015",80.754
"1620","17/03/2015",78.753
"1621","16/03/2015",76.115
"1622","13/03/2015",76.185
"1623","12/03/2015",76.309
"1624","11/03/2015",76.736
"1625","10/03/2015",75.502
"1626","09/03/2015",76.767
"1627","06/03/2015",78.481
"1628","05/03/2015",78.916
"1629","04/03/2015",79.668
"1630","03/03/2015",80.661
"1631","02/03/2015",80.242
"1632","27/02/2015",81.126
"1633","26/02/2015",81.685
"1634","25/02/2015",81.452
"1635","24/02/2015",81.669
"1636","23/02/2015",80.599
"1637","20/02/2015",80.754
"1638","19/02/2015",80.901
"1639","18/02/2015",80.676
"1640","13/02/2015",80.335
"1641","12/02/2015",78.049
"1642","11/02/2015",76.748
"1643","10/02/2015",76.866
"1644","09/02/2015",78.364
"1645","06/02/2015",77.008
"1646","05/02/2015",78.207
"1647","04/02/2015",78.088
"1648","03/02/2015",77.481
"1649","02/02/2015",75.684
"1650","30/01/2015",74.501
"1651","29/01/2015",75.526
"1652","28/01/2015",75.526
"1653","27/01/2015",77.103
"1654","26/01/2015",76.63
"1655","23/01/2015",76.921
"1656","22/01/2015",78.719
"1657","21/01/2015",78.364
"1658","20/01/2015",76.48
"1659","19/01/2015",75.983
"1660","16/01/2015",77.686
"1661","15/01/2015",76.709
"1662","14/01/2015",76.622
"1663","13/01/2015",76.472
"1664","12/01/2015",76.393
"1665","09/01/2015",77.883
"1666","08/01/2015",79.626
"1667","07/01/2015",78.908
"1668","06/01/2015",76.945
"1669","05/01/2015",75.715
"1670","02/01/2015",77.56
"1671","30/12/2014",79.358
"1672","29/12/2014",81.116
"1673","26/12/2014",79.972
"1674","23/12/2014",80.95
"1675","22/12/2014",80.099
"1676","19/12/2014",79.752
"1677","18/12/2014",77.505
"1678","17/12/2014",77.292
"1679","16/12/2014",75.408
"1680","15/12/2014",75.817
"1681","12/12/2014",77.469
"1682","11/12/2014",79.258
"1683","10/12/2014",79.563
"1684","09/12/2014",80.71
"1685","08/12/2014",80.943
"1686","05/12/2014",83.414
"1687","04/12/2014",82.652
"1688","03/12/2014",83.647
"1689","02/12/2014",83.093
"1690","01/12/2014",83.767
"1691","28/11/2014",87.794
"1692","27/11/2014",88.532
"1693","26/11/2014",89.31
"1694","25/11/2014",89.607
"1695","24/11/2014",89.527
"1696","21/11/2014",91.516
"1697","19/11/2014",86.318
"1698","18/11/2014",84.393
"1699","17/11/2014",82.868
"1700","14/11/2014",83.879
"1701","13/11/2014",83.911
"1702","12/11/2014",85.516
"1703","11/11/2014",85.115
"1704","10/11/2014",85.034
"1705","07/11/2014",86.422
"1706","06/11/2014",85.002
"1707","05/11/2014",86.968
"1708","04/11/2014",87.377
"1709","03/11/2014",87.393
"1710","31/10/2014",88.708
"1711","30/10/2014",84.858
"1712","29/10/2014",83.189
"1713","28/10/2014",84.312
"1714","27/10/2014",82.178
"1715","24/10/2014",83.43
"1716","23/10/2014",81.986
"1717","22/10/2014",84.794
"1718","21/10/2014",85.395
"1719","20/10/2014",89.045
"1720","17/10/2014",91.131
"1721","16/10/2014",87.682
"1722","15/10/2014",91.179
"1723","14/10/2014",94.484
"1724","13/10/2014",94.289
"1725","10/10/2014",89.768
"1726","09/10/2014",92.994
"1727","08/10/2014",94.395
"1728","07/10/2014",93.605
"1729","06/10/2014",93.841
"1730","03/10/2014",89.247
"1731","02/10/2014",86.453
"1732","01/10/2014",85.63
"1733","30/09/2014",87.821
"1734","29/09/2014",89.116
"1735","26/09/2014",94.199
"1736","25/09/2014",92.293
"1737","24/09/2014",93.165
"1738","23/09/2014",92.049
"1739","22/09/2014",92.586
"1740","19/09/2014",94.655
"1741","18/09/2014",96.122
"1742","17/09/2014",96.936
"1743","16/09/2014",96.847
"1744","15/09/2014",95.226
"1745","12/09/2014",93.1
"1746","11/09/2014",95.568
"1747","10/09/2014",96.285
"1748","09/09/2014",96.602
"1749","08/09/2014",96.627
"1750","05/09/2014",100.195
"1751","04/09/2014",100.276
"1752","03/09/2014",102.019
"1753","02/09/2014",102.231
"1754","01/09/2014",100.374
"1755","29/08/2014",101.514
"1756","28/08/2014",99.869
"1757","27/08/2014",100.683
"1758","26/08/2014",99.258
"1759","25/08/2014",98.72
"1760","22/08/2014",96.448
"1761","21/08/2014",97.751
"1762","20/08/2014",97.262
"1763","19/08/2014",97.116
"1764","18/08/2014",95.307
"1765","15/08/2014",94.484
"1766","14/08/2014",92.7
"1767","13/08/2014",91.992
"1768","12/08/2014",93.678
"1769","11/08/2014",94.258
"1770","08/08/2014",91.814
"1771","07/08/2014",93.703
"1772","06/08/2014",93.603
"1773","05/08/2014",93.181
"1774","04/08/2014",94.258
"1775","01/08/2014",92.916
"1776","31/07/2014",92.684
"1777","30/07/2014",94.415
"1778","29/07/2014",95.086
"1779","28/07/2014",95.914
"1780","25/07/2014",96.444
"1781","24/07/2014",96.486
"1782","23/07/2014",95.749
"1783","22/07/2014",96.759
"1784","21/07/2014",96.295
"1785","18/07/2014",95.31
"1786","17/07/2014",92.601
"1787","16/07/2014",93.148
"1788","15/07/2014",93.429
"1789","14/07/2014",93.164
"1790","11/07/2014",91.541
"1791","10/07/2014",91.127
"1792","08/07/2014",89.603
"1793","07/07/2014",89.884
"1794","04/07/2014",90.448
"1795","03/07/2014",90.199
"1796","02/07/2014",88.634
"1797","01/07/2014",89.015
"1798","30/06/2014",88.791
"1799","27/06/2014",89.205
"1800","26/06/2014",89.479
"1801","25/06/2014",89.437
"1802","24/06/2014",91.317
"1803","23/06/2014",90.928
"1804","20/06/2014",91.939
"1805","18/06/2014",92.85
"1806","17/06/2014",91.243
"1807","16/06/2014",92.194
"1808","13/06/2014",92.429
"1809","11/06/2014",92.883
"1810","10/06/2014",93.228
"1811","09/06/2014",91.773
"1812","06/06/2014",89.939
"1813","05/06/2014",86.868
"1814","04/06/2014",87.667
"1815","03/06/2014",87.97
"1816","02/06/2014",87.137
"1817","30/05/2014",86.557
"1818","29/05/2014",88.256
"1819","28/05/2014",89.089
"1820","27/05/2014",88.408
"1821","26/05/2014",89.829
"1822","23/05/2014",89.249
"1823","22/05/2014",89.602
"1824","21/05/2014",88.256
"1825","20/05/2014",88.752
"1826","19/05/2014",90.603
"1827","16/05/2014",91.436
"1828","15/05/2014",91.554
"1829","14/05/2014",92.337
"1830","13/05/2014",91.781
"1831","12/05/2014",91.79
"1832","09/05/2014",90.107
"1833","08/05/2014",90.788
"1834","07/05/2014",91.857
"1835","06/05/2014",91.436
"1836","05/05/2014",90.948
"1837","02/05/2014",90.696
"1838","30/04/2014",87.877
"1839","29/04/2014",88.307
"1840","28/04/2014",87.482
"1841","25/04/2014",87.465
"1842","24/04/2014",88.391
"1843","23/04/2014",88.298
"1844","22/04/2014",88.424
"1845","17/04/2014",89.013
"1846","16/04/2014",87.331
"1847","15/04/2014",86.186
"1848","14/04/2014",88.241
"1849","11/04/2014",88.318
"1850","10/04/2014",87.346
"1851","09/04/2014",87.891
"1852","08/04/2014",87.985
"1853","07/04/2014",89.204
"1854","04/04/2014",87.687
"1855","03/04/2014",88.198
"1856","02/04/2014",88.232
"1857","01/04/2014",86.374
"1858","31/03/2014",86.084
"1859","28/03/2014",85.232
"1860","27/03/2014",85.53
"1861","26/03/2014",82.35
"1862","25/03/2014",82.862
"1863","24/03/2014",82.691
"1864","21/03/2014",81.54
"1865","20/03/2014",80.56
"1866","19/03/2014",79.733
"1867","18/03/2014",79.281
"1868","17/03/2014",77.201
"1869","14/03/2014",77.227
"1870","13/03/2014",78.079
"1871","12/03/2014",78.804
"1872","11/03/2014",78.591
"1873","10/03/2014",78.258
"1874","07/03/2014",79.366
"1875","06/03/2014",80.918
"1876","05/03/2014",79.81
"1877","28/02/2014",81.157
"1878","27/02/2014",82.009
"1879","26/02/2014",80.372
"1880","25/02/2014",80.321
"1881","24/02/2014",81.123
"1882","21/02/2014",81.583
"1883","20/02/2014",81.378
"1884","19/02/2014",80.901
"1885","18/02/2014",80.057
"1886","17/02/2014",81.753
"1887","14/02/2014",83.134
"1888","13/02/2014",83.032
"1889","12/02/2014",82.614
"1890","11/02/2014",83.714
"1891","10/02/2014",82.677
"1892","07/02/2014",83.472
"1893","06/02/2014",82.695
"1894","05/02/2014",80.734
"1895","04/02/2014",81.122
"1896","03/02/2014",79.541
"1897","31/01/2014",82.505
"1898","30/01/2014",81.986
"1899","29/01/2014",82.168
"1900","28/01/2014",83.248
"1901","27/01/2014",83.446
"1902","24/01/2014",82.79
"1903","23/01/2014",84.077
"1904","22/01/2014",85.649
"1905","21/01/2014",84.276
"1906","20/01/2014",84.492
"1907","17/01/2014",85.287
"1908","16/01/2014",86.202
"1909","15/01/2014",86.824
"1910","14/01/2014",86.22
"1911","13/01/2014",85.615
"1912","10/01/2014",86.306
"1913","09/01/2014",85.701
"1914","08/01/2014",87.446
"1915","07/01/2014",87.446
"1916","06/01/2014",88.379
"1917","03/01/2014",89.053
"1918","02/01/2014",87.118
"1919","30/12/2013",89.667
"1920","27/12/2013",89.364
"1921","26/12/2013",89.157
"1922","23/12/2013",89.295
"1923","20/12/2013",89.01
"1924","19/12/2013",90.064
"1925","18/12/2013",89.122
"1926","17/12/2013",87.291
"1927","16/12/2013",87.3
"1928","13/12/2013",86.839
